section,subsection,item_no,description,description_original,unit,price,currency,price_type,page_number,category,subcategory,remarks
4,4.3,4.3.1,"C-25 Concrete (Mechanical Mix) 1:2:3 with admixture","C-25 Concrete (Mechanical Mix) 1:2:3 with admixture",m³,"19,880.42",ETB,Direct Cost,12,Concrete,Sub Structure Concrete,
4,4.3,4.3.2,"C-25 Concrete (Mechanical Mix) 1:2:3 for Footing, Beam and slab","C-25 Concrete (Mechanical Mix) 1:2:3 for Footing, Beam and slab",m³,"19,216.42",ETB,Direct Cost,12,Concrete,Sub Structure Concrete,
4,4.3,4.3.3,"C-25 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall","C-25 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall",m³,"19,828.70",ETB,Direct Cost,12,Concrete,Sub Structure Concrete,
4,4.3,4.3.4,"C-25 Concrete (Mechanical Mix) 1:2:3 for 10cm thick slab","C-25 Concrete (Mechanical Mix) 1:2:3 for 10cm thick slab",m²,"1,921.64",ETB,Direct Cost,12,Concrete,Sub Structure Concrete,
4,4.4,4.4.1,"C-30 Concrete (Mechanical Mix) 1:2:3 with admixture","C-30 Concrete (Mechanical Mix) 1:2:3 with admixture",m³,"20,888.42",ETB,Direct Cost,13,Concrete,Sub Structure Concrete,
4,4.4,4.4.2,"C-30 Concrete (Mechanical Mix) 1:2:3 for Footing, Beam and slab","C-30 Concrete (Mechanical Mix) 1:2:3 for Footing, Beam and slab",m³,"20,224.42",ETB,Direct Cost,13,Concrete,Sub Structure Concrete,
4,4.4,4.4.3,"C-30 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall","C-30 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall",m³,"20,836.70",ETB,Direct Cost,13,Concrete,Sub Structure Concrete,
4,4.5,4.5.1,"C-25 Concrete (Mechanical Mix) 1:2:3 with admixture","C-25 Concrete (Mechanical Mix) 1:2:3 with admixture",m³,"20,562.87",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.5,4.5.2,"C-25 Concrete (Mechanical Mix) 1:2:3 for Beam and slab","C-25 Concrete (Mechanical Mix) 1:2:3 for Beam and slab",m³,"19,898.87",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.5,4.5.3,"C-25 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall","C-25 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall",m³,"20,600.21",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.5,4.5.4,"C-25 Concrete (Mechanical Mix) 1:2:3 for Stair case","C-25 Concrete (Mechanical Mix) 1:2:3 for Stair case",m³,"21,101.17",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.5,4.5.5,"C-25 Concrete (Mechanical Mix) 1:2:3 for 15cm thick slab","C-25 Concrete (Mechanical Mix) 1:2:3 for 15cm thick slab",m³,"2,882.46",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.5,4.5.6,"C-25 Concrete (Mechanical Mix) 1:2:3 for 18cm thick slab","C-25 Concrete (Mechanical Mix) 1:2:3 for 18cm thick slab",m³,"3,458.96",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.6,4.6.1,"C-30 Concrete (Mechanical Mix) 1:2:3 with admixture","C-30 Concrete (Mechanical Mix) 1:2:3 with admixture",m³,"21,570.87",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.6,4.6.2,"C-30 Concrete (Mechanical Mix) 1:2:3 for Beam and slab","C-30 Concrete (Mechanical Mix) 1:2:3 for Beam and slab",m³,"20,906.87",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.6,4.6.3,"C-30 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall","C-30 Concrete (Mechanical Mix) 1:2:3 for Column, shear wall",m³,"21,608.21",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.6,4.6.4,"C-30 Concrete (Mechanical Mix) 1:2:3 for Stair case","C-30 Concrete (Mechanical Mix) 1:2:3 for Stair case",m³,"22,109.17",ETB,Direct Cost,13,Concrete,Super Structure Concrete,
4,4.7,4.7.1,"Supply and cast Reinforced concrete quality C-25,378 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.","Supply and cast Reinforced concrete quality C-25,378 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.",m³,"21,955.23",ETB,Direct Cost,13,Concrete,Ready-Mix Concrete with Pump,
4,4.7,4.7.2,"Supply and cast Reinforced concrete quality C-30, 420 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.","Supply and cast Reinforced concrete quality C-30, 420 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.",m³,"22,690.23",ETB,Direct Cost,13,Concrete,Ready-Mix Concrete with Pump,
4,4.7,4.7.4,"Supply and cast Reinforced concrete quality C-40, 448 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.","Supply and cast Reinforced concrete quality C-40, 448 Kg of cement/ m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately). Ready-Mix To connect stationery Pump. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.",m³,"23,845.23",ETB,Direct Cost,13,Concrete,Ready-Mix Concrete with Pump,
4,4.8,4.8.1,"Supply and cast Reinforced concrete quality C-25,378 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.","Supply and cast Reinforced concrete quality C-25,378 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.",m³,"21,405.23",ETB,Direct Cost,14,Concrete,Ready-Mix Concrete without Pump,
4,4.8,4.8.2,"Supply and cast Reinforced concrete quality C-30, 420 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.","Supply and cast Reinforced concrete quality C-30, 420 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all the necessary works.",m³,"22,140.23",ETB,Direct Cost,14,Concrete,Ready-Mix Concrete without Pump,
4,4.8,4.8.3,"Supply and cast Reinforced concrete quality C-40, 504 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all","Supply and cast Reinforced concrete quality C-40, 504 Kg of cement/m³ with water tight chemical in accordance with manufacturerTechnical data sheet instruction, filled into from work and vibrated around rod reinforcement (formwork and reinforcement measured separately) Ready-Mix. Unit price Shall include Water tight & Concrete bondage chemicals as well as all",m³,"23,295.23",ETB,Direct Cost,14,Concrete,Ready-Mix Concrete without Pump,
4,4.9,4.9.1,"Wooden form work For Beam, Footing & Column.sub structure","Wooden form work For Beam, Footing & Column.sub structure",m²,"1,190.21",ETB,Direct Cost,14,Concrete,Formwork,
4,4.9,4.9.2,"Wooden form work For Super structure column, Floor beam & slab.","Wooden form work For Super structure column, Floor beam & slab.",m²,"1,213.23",ETB,Direct Cost,14,Concrete,Formwork,
4,4.9,4.9.3,"18mm thick Fair Faced Form work (high quality playwood) with crane.","18mm thick Fair Faced Form work (high quality playwood) with crane.",m²,"1,746.99",ETB,Direct Cost,14,Concrete,Formwork,
4,4.9,4.9.4,"Wooden scaffolding","Wooden scaffolding",m²,118.00,ETB,Direct Cost,14,Concrete,Scaffolding,
4,4.10,4.10.1,"Local Re-Bar Grade 75: Dia. 6mm (Sub structure)","Local Re-Bar Grade 75: Dia. 6mm (Sub structure)",kg,246.97,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.2,"Local Re-Bar Grade 75: Dia. 8mm (Sub structure)","Local Re-Bar Grade 75: Dia. 8mm (Sub structure)",kg,242.06,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.3,"Local Re-Bar Grade 75: Dia. 10mm (Sub structure)","Local Re-Bar Grade 75: Dia. 10mm (Sub structure)",kg,242.06,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.4,"Local Re-Bar Grade 75: Dia. 12mm (Sub structure)","Local Re-Bar Grade 75: Dia. 12mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.5,"Local Re-Bar Grade 75: Dia. 14mm (Sub structure)","Local Re-Bar Grade 75: Dia. 14mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.6,"Local Re-Bar Grade 75: Dia. 16mm (Sub structure)","Local Re-Bar Grade 75: Dia. 16mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.7,"Local Re-Bar Grade 75: Dia. 20mm (Sub structure)","Local Re-Bar Grade 75: Dia. 20mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.8,"Local Re-Bar Grade 75: Dia. 24mm (Sub structure)","Local Re-Bar Grade 75: Dia. 24mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.9,"Local Re-Bar Grade 75: Dia. 32mm (Sub structure)","Local Re-Bar Grade 75: Dia. 32mm (Sub structure)",kg,238.74,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.10,"Local Re-Bar Grade 75: Dia. 6mm (Super structure)","Local Re-Bar Grade 75: Dia. 6mm (Super structure)",kg,249.12,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.11,"Local Re-Bar Grade 75: Dia. 8mm (Super structure)","Local Re-Bar Grade 75: Dia. 8mm (Super structure)",kg,249.12,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.12,"Local Re-Bar Grade 75: Dia. 10mm (Super structure)","Local Re-Bar Grade 75: Dia. 10mm (Super structure)",kg,249.12,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.13,"Local Re-Bar Grade 75: Dia. 12mm (Super structure)","Local Re-Bar Grade 75: Dia. 12mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.14,"Local Re-Bar Grade 75: Dia. 14mm (Super structure)","Local Re-Bar Grade 75: Dia. 14mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.15,"Local Re-Bar Grade 75: Dia. 16mm (Super structure)","Local Re-Bar Grade 75: Dia. 16mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.16,"Local Re-Bar Grade 75: Dia. 20mm (Super structure)","Local Re-Bar Grade 75: Dia. 20mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.17,"Local Re-Bar Grade 75: Dia. 24mm (Super structure)","Local Re-Bar Grade 75: Dia. 24mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.18,"Local Re-Bar Grade 75: Dia. 32mm (Super structure)","Local Re-Bar Grade 75: Dia. 32mm (Super structure)",kg,241.72,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.19,"Imported Re-Bar Grade 75: Dia. 8mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 8mm (Sub structure)",kg,252.12,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.20,"Imported Re-Bar Grade 75: Dia. 10mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 10mm (Sub structure)",kg,252.12,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.21,"Imported Re-Bar Grade 75: Dia. 12mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 12mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.22,"Imported Re-Bar Grade 75: Dia. 14mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 14mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.23,"Imported Re-Bar Grade 75: Dia. 16mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 16mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.24,"Imported Re-Bar Grade 75: Dia. 20mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 20mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.25,"Imported Re-Bar Grade 75: Dia. 24mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 24mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.26,"Imported Re-Bar Grade 75: Dia. 30mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 30mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.27,"Imported Re-Bar Grade 75: Dia. 32mm (Sub structure)","Imported Re-Bar Grade 75: Dia. 32mm (Sub structure)",kg,243.89,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.28,"Imported Re-Bar Grade 75: Dia. 8mm (Super structure)","Imported Re-Bar Grade 75: Dia. 8mm (Super structure)",kg,260.35,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.29,"Imported Re-Bar Grade 75: Dia. 10mm (Super structure)","Imported Re-Bar Grade 75: Dia. 10mm (Super structure)",kg,260.35,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.30,"Imported Re-Bar Grade 75: Dia. 12mm (Super structure)","Imported Re-Bar Grade 75: Dia. 12mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.31,"Imported Re-Bar Grade 75: Dia. 14mm (Super structure)","Imported Re-Bar Grade 75: Dia. 14mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.32,"Imported Re-Bar Grade 75: Dia. 16mm (Super structure)","Imported Re-Bar Grade 75: Dia. 16mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.33,"Imported Re-Bar Grade 75: Dia. 20mm (Super structure)","Imported Re-Bar Grade 75: Dia. 20mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.34,"Imported Re-Bar Grade 75: Dia. 24mm (Super structure)","Imported Re-Bar Grade 75: Dia. 24mm (Super structure)",kg,251.95,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.35,"Imported Re-Bar Grade 75: Dia. 30mm (Super structure)","Imported Re-Bar Grade 75: Dia. 30mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
4,4.10,4.10.36,"Imported Re-Bar Grade 75: Dia. 32mm (Super structure)","Imported Re-Bar Grade 75: Dia. 32mm (Super structure)",kg,246.87,ETB,Direct Cost,15,Concrete,Reinforcement,
5,5.1,5.1.1,"40cm. thick masonry foundation (A.G.L) Cement Mortar 1:3.","40cm. thick masonry foundation (A.G.L) Cement Mortar 1:3.",m³,"9,291.87",ETB,Direct Cost,16,Masonry,Foundation,
5,5.1,5.1.2,"50cm. thick masonry foundation (A.G.L) Cement Mortar 1:3.","50cm. thick masonry foundation (A.G.L) Cement Mortar 1:3.",m³,"9,179.03",ETB,Direct Cost,16,Masonry,Foundation,
5,5.1,5.1.3,"60cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.","60cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.",m³,"9,095.12",ETB,Direct Cost,16,Masonry,Foundation,
5,5.1,5.1.4,"40cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.","40cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.",m³,"10,086.38",ETB,Direct Cost,16,Masonry,Stone Masonry,
5,5.1,5.1.5,"50cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.","50cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.",m³,"9,950.26",ETB,Direct Cost,16,Masonry,Stone Masonry,
5,5.1,5.1.6,"60cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.","60cm. thickOne Side Roughly Dressed Stone masonry (A.G.L) Cement Mortar 1:3.",m³,"9,851.75",ETB,Direct Cost,16,Masonry,Stone Masonry,
5,5.1,5.1.7,"50cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.","50cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.",m³,"8,804.92",ETB,Direct Cost,16,Masonry,Foundation,
5,5.1,5.1.8,"40cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.","40cm. thick masonry foundation (B.G.L) Cement Mortar 1:3.",m³,"9,222.41",ETB,Direct Cost,16,Masonry,Foundation,
5,5.1,5.1.9,"400mm thick Finely dressed elevation wall Cement Mortar 1:3.","400mm thick Finely dressed elevation wall Cement Mortar 1:3.",m²,"3,955.61",ETB,Direct Cost,16,Masonry,Stone Masonry,
5,5.1,5.1.10,"500mm thick Finely dressed elevation wall Cement Mortar 1:3.","500mm thick Finely dressed elevation wall Cement Mortar 1:3.",m²,"5,549.60",ETB,Direct Cost,16,Masonry,Stone Masonry,
5,5.1,5.1.11,"10 cm. thick class-c HCB Wall Both Sides Left For Plastering.","10 cm. thick class-c HCB Wall Both Sides Left For Plastering.",m²,"1,275.74",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.12,"10 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.","10 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.",m²,"1,436.53",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.13,"15 cm. thick class-c HCB Wall Both Sides Left For Plastering.","15 cm. thick class-c HCB Wall Both Sides Left For Plastering.",m²,"1,567.67",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.14,"15 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.","15 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.",m²,"1,687.10",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.15,"20 cm. thick class-c HCB Wall Both Sides Left For Pointing","20 cm. thick class-c HCB Wall Both Sides Left For Pointing",m²,"1,808.04",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.16,"20 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.","20 cm. thick class-c Solid CB Wall Both Sides Left For Plastering.",m²,"1,963.31",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.17,"10 cm. thick class-b HCB Wall Both Sides Left For Plastering.","10 cm. thick class-b HCB Wall Both Sides Left For Plastering.",m²,"1,486.90",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.18,"10 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.","10 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.",m²,"1,728.30",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.19,"15 cm. thick class-b HCB Wall Both Sides Left For Plastering.","15 cm. thick class-b HCB Wall Both Sides Left For Plastering.",m²,"1,782.36",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.21,"15 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.","15 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.",m²,"2,244.25",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.22,"20 cm. thick class-b HCB Wall Both Sides Left For Pointing","20 cm. thick class-b HCB Wall Both Sides Left For Pointing",m²,"2,459.76",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.23,"20 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.","20 cm. thick class-b Solid CB Wall Both Sides Left For Plastering.",m²,"2,917.44",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.24,"10 cm. thick class-a HCB Wall Both Sides Left For Plastering.","10 cm. thick class-a HCB Wall Both Sides Left For Plastering.",m²,"1,903.67",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.25,"10 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.","10 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.",m²,"2,367.29",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.26,"15 cm. thick class-a HCB Wall Both Sides Left For Plastering.","15 cm. thick class-a HCB Wall Both Sides Left For Plastering.",m²,"2,399.14",ETB,Direct Cost,16,Masonry,HCB Wall,
5,5.1,5.1.27,"15 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.","15 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.",m²,"3,038.49",ETB,Direct Cost,16,Masonry,Solid Block Wall,
5,5.1,5.1.28,"20 cm.thick class-a HCB Wall Both Sides Left For Pointing","20 cm.thick class-a HCB Wall Both Sides Left For Pointing",m²,"2,564.88",ETB,Direct Cost,17,Masonry,HCB Wall,
5,5.1,5.1.29,"20 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.","20 cm. thick class-a Solid CB Wall Both Sides Left For Plastering.",m²,"3,689.88",ETB,Direct Cost,17,Masonry,Solid Block Wall,
5,5.1,5.1.30,"40 cm.thick Dressed Stone Masonry Wall one Side well dressed & the other plastered","40 cm.thick Dressed Stone Masonry Wall one Side well dressed & the other plastered",m²,"7,580.80",ETB,Direct Cost,17,Masonry,Stone Masonry,
5,5.1,5.1.31,"250mm .thick Double Brick Wall","250mm .thick Double Brick Wall",m²,"5,272.11",ETB,Direct Cost,17,Masonry,Brick Wall,
5,5.1,5.1.32,"120mm .thick Single Brick Wall","120mm .thick Single Brick Wall",m²,"2,744.51",ETB,Direct Cost,17,Masonry,Brick Wall,
5,5.1,5.1.33,"Chika wall with all wood work","Chika wall with all wood work",m²,"1,224.65",ETB,Direct Cost,17,Masonry,Timber Wall,
5,5.1,5.1.34,"Eucalyptus wood wall with all wood work","Eucalyptus wood wall with all wood work",m²,756.45,ETB,Direct Cost,17,Masonry,Timber Wall,
5,5.1,5.1.35,"2.5cm thick Timber wall with 10cm & 6cm dia. Eucalyptus and all wood work","2.5cm thick Timber wall with 10cm & 6cm dia. Eucalyptus and all wood work",m²,"1,633.75",ETB,Direct Cost,17,Masonry,Timber Wall,
5,5.1,5.1.36,"G32 CIS with Eucalyptus","G32 CIS with Eucalyptus",m²,"1,014.77",ETB,Direct Cost,17,Masonry,Timber Wall,
5,5.1,5.1.37,"8mm thick Chipwood wall with Eucalyptus dia.10cm and 5x7cm shashemene batten.","8mm thick Chipwood wall with Eucalyptus dia.10cm and 5x7cm shashemene batten.",m²,"1,571.79",ETB,Direct Cost,17,Masonry,Timber Wall,
5,5.1,5.1.38,"18mm thick Laminated MDF Wall with 5x7cm Shashemene batten wood work and all necessary work.","18mm thick Laminated MDF Wall with 5x7cm Shashemene batten wood work and all necessary work.",m²,"2,650.00",ETB,Direct Cost,17,Masonry,MDF Wall,
5,5.1,5.1.39,"18mm thick Laminated MDF Wall. With out batten","18mm thick Laminated MDF Wall. With out batten",m²,"1,756.93",ETB,Direct Cost,17,Masonry,MDF Wall,
5,5.1,5.1.40,"20x20mm and 1.5mm thick Wire mesh wall Welded on the frame","20x20mm and 1.5mm thick Wire mesh wall Welded on the frame",m²,"1,093.69",ETB,Direct Cost,17,Masonry,Wire Mesh,
5,5.1,5.1.41,"Barbed wire fence with 40x40x3mm Angle Iron Frame","Barbed wire fence with 40x40x3mm Angle Iron Frame",m²,"1,314.44",ETB,Direct Cost,17,Masonry,Fencing,
5,5.1,5.1.42,"Supply & lay class A galvanized 800*1000*2.5cm hexagonal Mesh rock size 100-250 for 1m³ as directed by the engineer. (7m 7m 7m 7m 7m 7m 7m 7a 7a 7a 7a 7a 7a 7a 8a 7a 7a 7a 7a 7a 7a)","Supply & lay class A galvanized 800*1000*2.5cm hexagonal Mesh rock size 100-250 for 1m³ as directed by the engineer. (7m 7m 7m 7m 7m 7m 7m 7a 7a 7a 7a 7a 7a 7a 8a 7a 7a 7a 7a 7a 7a)",m³,"6,959.18",ETB,Direct Cost,17,Masonry,Gabion,
5,5.1,5.1.45,"Supply & lay class A galvanized 800*1000*2.5cm hexagonal Mesh rock size 100-250 for 2m³ as directed by the engineer. Fabricated (7m 7m 7m 7m 7m 7m 7m 7a 7a 7a 7a 7a 7a 7a 8a 7a 7a 7a 7a 7a 7a)","Supply & lay class A galvanized 800*1000*2.5cm hexagonal Mesh rock size 100-250 for 2m³ as directed by the engineer. Fabricated (7m 7m 7m 7m 7m 7m 7m 7a 7a 7a 7a 7a 7a 7a 8a 7a 7a 7a 7a 7a 7a)",m³,"7,159.18",ETB,Direct Cost,17,Masonry,Gabion,
6,6.1,6.1.1,"Galvanized EGA 300 roof cover 0.30 mm thick","Galvanized EGA 300 roof cover 0.30 mm thick",m²,"1,596.25",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.2,"Galvanized EGA 300 roof cover 0.35 mm thick","Galvanized EGA 300 roof cover 0.35 mm thick",m²,"1,785.51",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.3,"Galvanized EGA 300 roof cover 0.40 mm thick","Galvanized EGA 300 roof cover 0.40 mm thick",m²,"1,958.45",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.4,"Galvanized EGA 300 roof cover 0.50 mm thick","Galvanized EGA 300 roof cover 0.50 mm thick",m²,"2,135.55",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.5,"Galvanized EGA 300 roof cover 0.60 mm thick","Galvanized EGA 300 roof cover 0.60 mm thick",m²,"2,385.35",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.6,"Galvanized EGA 300 roof cover 0.70 mm thick","Galvanized EGA 300 roof cover 0.70 mm thick",m²,"2,632.49",ETB,Direct Cost,18,Roofing,EGA Roofing,
6,6.1,6.1.7,"Galvanized EGA 300 roof cover 0.80 mm thick","Galvanized EGA 300 roof cover 0.80 mm thick",m²,"2,863.96",ETB,Direct Cost,18,Roofing,EGA Roofing,
